definition,category,category_zh,age.75,age.50,age.25,n,age_distr_base,age_distr,age_distr_prob,age_rng
好臭/臭臭的,descriptive_words,描述詞,25.29391891891892,18.894736842105264,16.893537074148295,1382,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|1|0|0|3|7|11|22|23|25|44|46|49|57|64|89|80|70|71|89|82|86|81|74|82|68|80|78,0|0|1|0|0|4|9|10|13|26|30|52|55|56|59|61|72|73|80|77|89|93|91|92|90|96|88|99|96,8|36
好燙/燙燙的,descriptive_words,描述詞,22.981308411214954,19.363636363636363,16.466309341500764,1441,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|1|3|1|3|9|17|25|32|24|38|49|56|60|79|94|90|72|70|90|79|83|84|74|81|72|78|77,0|0|1|4|1|4|11|16|15|37|29|45|58|64|62|75|76|82|83|76|90|90|88|95|90|95|94|96|95,8|36
好痛/痛痛的,descriptive_words,描述詞,23.44809461235217,19.666666666666668,16.794150521609538,1470,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|1|1|3|3|9|17|18|25|29|40|43|53|61|76|97|91|78|76|95|86|90|87|75|83|71|81|81,0|0|1|1|4|4|11|16|11|29|35|48|51|60|64|72|78|83|90|83|95|98|96|99|91|98|92|100|100,8|36
好棒,descriptive_words,描述詞,24.825515947467167,21.3265306122449,17.678670360110804,1362,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,1|3|4|2|7|6|19|23|28|13|25|32|38|40|57|67|85|84|67|66|85|77|82|75|71|83|68|78|76,1|4|5|3|9|8|23|22|16|15|30|38|45|45|59|64|69|76|77|72|85|88|87|85|87|98|88|96|94,8|36
害怕的(好恐怖),descriptive_words,描述詞,27.915750915750916,21.63157894736842,16.83653846153846,1207,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|1|0|1|4|2|10|15|20|24|12|34|29|33|55|58|75|67|57|59|76|73|79|71|66|76|62|75|73,0|1|0|1|5|3|12|14|12|28|14|40|35|38|57|55|60|61|66|64|76|83|84|81|80|89|81|93|90,8|36
濕濕的,descriptive_words,描述詞,27,21.73170731707317,18.875,1227,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|0|0|1|2|7|7|7|23|24|34|52|60|80|77|65|69|87|79|82|83|74|83|71|80|79,0|0|0|1|0|0|1|2|4|8|8|27|29|39|54|57|65|70|75|75|87|90|87|94|90|98|92|99|98,8|36
暗暗的,descriptive_words,描述詞,27.59171597633136,22.60229445506692,18.61904761904762,1150,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|1|2|3|3|8|11|8|29|23|25|39|59|73|68|57|61|81|72|81|76|70|78|66|77|78,0|0|0|1|1|3|4|3|5|13|10|35|27|28|41|56|59|62|66|66|81|82|86|86|85|92|86|95|96,8|36
好熱/熱熱的,descriptive_words,描述詞,27.566037735849058,22.614035087719298,18.571428571428573,1206,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|2|0|0|6|9|16|13|17|24|30|33|40|58|81|69|64|63|80|75|80|75|70|79|69|75|78,0|0|0|3|0|0|7|8|9|15|20|29|36|38|42|55|65|63|74|68|80|85|85|85|85|93|90|93|96,8|36
冰冰的,descriptive_words,描述詞,27.78369905956113,22.757575757575758,19.2,1058,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|2|10|9|20|25|17|38|56|66|59|59|59|78|67|73|69|66|78|61|75|71,0|0|0|0|0|0|0|0|1|11|11|24|30|19|40|53|53|54|68|64|78|76|78|78|80|92|79|93|88,8|36
很好吃/好吃的,descriptive_words,描述詞,27.79185520361991,23.596153846153847,18.833333333333332,1132,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|2|0|2|7|8|13|8|11|23|19|32|40|45|68|67|57|55|79|69|79|78|68|80|67|77|78,0|0|0|3|0|3|9|8|8|9|13|27|23|36|42|43|55|61|66|60|79|78|84|89|83|94|87|95|96,8|36
亮亮的,descriptive_words,描述詞,27.76530612244898,23.61578672242551,18.75,1065,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|2|0|1|3|6|8|11|15|23|23|26|36|43|69|59|52|57|79|61|76|63|62|80|63|75|72,0|0|0|3|0|1|4|6|5|13|18|27|27|30|38|41|56|54|60|62|79|69|81|72|76|94|82|93|89,8|36
髒髒的/骯髒的,descriptive_words,描述詞,28.22680412371134,23.805194805194805,18.636363636363637,1100,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|0|1|2|4|7|8|14|25|22|32|40|49|63|63|56|60|74|69|74|74|68|80|63|76|75,0|0|0|1|0|1|2|4|4|9|17|30|26|36|42|47|51|57|64|65|74|78|79|84|83|94|82|94|93,8|36
想睡覺,descriptive_words,描述詞,28.594594594594597,24.18151815181518,21.153846153846153,1094,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|2|0|6|3|5|8|14|11|8|7|17|17|21|30|47|61|59|56|57|70|69|76|78|67|83|67|78|77,0|3|0|8|4|6|10|13|6|9|8|20|20|24|31|45|49|54|64|62|70|78|81|89|82|98|87|96|95,8|36
破了/破掉了,descriptive_words,描述詞,27.76530612244898,24.347368421052632,21.266666666666666,1031,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|1|1|1|2|3|7|6|13|16|20|30|42|59|60|47|60|78|69|78|75|69|81|61|77|74,0|0|0|1|1|1|1|2|2|8|7|15|19|23|31|40|48|55|54|65|78|78|83|85|84|95|79|95|91,8|36
好漂亮/漂亮的,descriptive_words,描述詞,28.46808510638298,24.816023738872403,21.37735849056604,1038,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|1|0|2|2|1|4|10|14|12|9|19|15|17|33|50|52|57|50|58|74|67|69|71|64|78|59|77|73,0|1|0|3|2|1|5|9|8|14|11|23|18|19|34|48|42|52|57|63|74|76|73|81|78|92|77|95|90,8|36
好香/香香的,descriptive_words,描述詞,31,24.823235923022096,22,897,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|1|2|4|3|1|15|11|16|24|27|41|59|41|47|65|60|68|66|61|79|60|75|71,0|0|0|0|0|0|1|2|2|3|1|18|13|18|25|26|33|54|47|51|65|68|72|75|74|93|78|93|88,8|36
好辣/辣辣的,descriptive_words,描述詞,27.933908045977013,24.841836734693878,20.807339449541285,1004,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|4|6|18|17|23|26|51|56|56|55|56|76|59|78|73|61|77|62|75|75,0|0|0|0|0|0|0|0|0|5|7|21|20|26|27|49|45|51|63|61|76|67|83|83|74|91|81|93|93,8|36
不乖,descriptive_words,描述詞,28.594594594594597,25,20.88,1019,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|2|4|2|4|5|6|4|6|14|14|23|32|40|55|55|52|57|70|69|72|72|66|79|66|75|75,0|0|0|3|5|3|5|5|4|5|7|17|17|26|33|38|44|50|60|62|70|78|77|82|80|93|86|93|93,8|36
飽了/好飽,descriptive_words,描述詞,29,25.612676056338028,22,925,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|2|0|4|1|4|9|3|5|15|8|12|24|40|42|46|48|40|72|66|71|67|60|79|60|73|74,0|0|0|3|0|5|1|4|5|3|6|18|10|14|25|38|34|42|55|43|72|75|76|76|73|93|78|90|91,8|36
餓了/好餓,descriptive_words,描述詞,30.072368421052634,25.65909090909091,21.60431654676259,968,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|2|0|3|1|3|3|9|12|4|5|12|13|15|29|39|54|44|48|45|68|61|70|72|65|81|61|76|73,0|3|0|4|1|4|4|8|7|5|6|14|15|17|30|37|44|40|55|49|68|69|74|82|79|95|79|94|90,8|36
大的,descriptive_words,描述詞,30.34494773519164,25.772189349112427,22.652173913043477,881,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|2|5|7|11|14|21|28|46|40|47|49|66|58|66|74|59|78|63|76|71,0|0|0|0|0|0|0|0|0|2|6|8|13|16|22|27|37|36|54|53|66|66|70|84|72|92|82|94|88,8|36
小的,descriptive_words,描述詞,30.50733752620545,25.92063492063492,23.109540636042404,832,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|4|5|9|7|16|25|43|33|45|48|63|55|65|71|58|77|61|76|70,0|0|0|0|0|0|0|0|0|1|5|6|11|8|17|24|35|30|52|52|63|62|69|81|71|91|79|94|86,8|36
好可愛/可愛的,descriptive_words,描述詞,31,26.116751269035532,22,936,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|1|0|3|4|1|6|9|11|3|4|14|14|19|24|33|51|54|43|50|66|54|67|66|67|76|51|73|72,0|1|0|4|5|1|7|8|6|3|5|17|17|22|25|31|41|49|49|54|66|61|71|75|82|89|66|90|89,8|36
睡著了,descriptive_words,描述詞,28,26.39255236617533,22.159817351598175,874,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|2|1|2|2|3|2|2|5|6|11|23|32|43|38|38|55|75|57|69|67|60|76|60|74|70,0|0|0|1|2|1|2|2|2|2|2|6|7|12|24|30|35|35|44|60|75|65|73|76|73|89|78|91|86,8|36
快一點,descriptive_words,描述詞,32.13171487603306,26.664739884393065,22,840,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|0|9|8|11|24|31|41|46|36|50|64|55|67|62|60|74|60|68|74,0|0|0|0|0|0|0|0|0|0|0|11|10|12|25|30|33|42|41|54|64|62|71|70|73|87|78|84|91,8|36
好冷/冷冷的,descriptive_words,描述詞,32.03764393268379,26.77461139896373,21.845070422535212,890,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|0|0|1|2|3|2|4|11|10|12|26|43|47|54|37|48|67|56|65|63|61|77|58|72|70,0|0|0|1|0|0|1|2|2|2|5|13|12|14|27|41|38|49|43|52|67|64|69|72|74|91|75|89|86,8|36
好高/高高的,descriptive_words,描述詞,32.48169136878814,26.872992700729927,23.197452229299362,768,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|0|0|0|5|2|4|2|7|7|12|20|25|37|34|37|47|53|49|58|59|55|71|52|66|65,0|0|0|1|0|0|0|5|1|5|2|8|8|14|21|24|30|31|43|51|53|56|62|67|67|84|68|81|80,8|36
好重/重重的,descriptive_words,描述詞,32.354849068721904,27,23.570552147239265,794,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|2|2|5|9|9|19|24|33|38|37|46|59|56|66|64|55|76|59|66|69,0|0|0|0|0|0|0|0|0|2|2|6|11|10|20|23|27|35|43|50|59|64|70|73|67|89|77|81|85,8|36
甜甜的,descriptive_words,描述詞,32.4851598173516,27.294811320754718,23.068736141906875,781,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|0|0|0|1|3|1|3|4|8|12|18|26|35|40|31|41|63|52|58|63|54|72|55|72|68,0|0|0|1|0|0|0|1|2|1|4|5|10|14|19|25|28|36|36|45|63|59|62|72|66|85|71|89|84,8|36
小心,descriptive_words,描述詞,31.861344537815125,27.42016806722689,22.46666666666667,810,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|1|0|0|3|0|1|1|5|2|7|8|9|16|21|30|40|37|29|44|53|53|65|56|63|76|55|71|64,0|1|0|0|4|0|1|1|3|2|8|10|11|18|22|29|32|34|33|48|53|60|69|64|77|89|71|88|79,8|36
紅紅的/紅色的,descriptive_words,描述詞,31.90308370044053,27.449101796407184,23.390125847047436,774,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|1|1|4|8|7|16|23|37|43|34|40|58|42|67|61|62|73|59|70|67,0|0|0|0|0|0|0|0|1|1|1|5|10|8|17|22|30|39|39|43|58|48|71|69|76|86|77|86|83,8|36
口渴了/好渴,descriptive_words,描述詞,32.466763005780344,27.570539419087137,23.227941176470587,788,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|3|0|1|4|4|7|4|4|7|8|8|14|26|32|37|32|35|59|46|63|65|52|75|58|72|72,0|0|0|4|0|1|5|4|4|5|5|8|10|9|15|25|26|34|37|38|59|52|67|74|63|88|75|89|89,8|36
生病了,descriptive_words,描述詞,32.312755519215045,27.619834710743802,23.489671931956256,748,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|1|0|4|6|4|19|23|35|32|37|34|58|48|59|64|57|74|52|73|67,0|0|0|0|0|0|0|0|1|1|0|5|7|5|20|22|28|29|43|37|58|55|63|73|70|87|68|90|83,8|36
圓的/圓形的,descriptive_words,描述詞,32.74966078697422,27.8130081300813,23.89541832669323,710,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|1|2|8|8|6|13|19|32|35|29|38|52|42|56|59|55|66|61|67|60,0|0|0|0|0|0|0|0|1|1|2|10|10|7|14|18|26|32|33|41|52|48|60|67|67|78|79|83|74,8|36
壞的,descriptive_words,描述詞,32.889653110047846,27.92281879194631,23.793307086614174,668,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|1|0|0|2|2|2|1|5|8|12|13|23|32|33|28|35|51|37|55|53|44|66|49|56|60,0|0|0|0|1|0|0|2|1|2|1|6|10|14|14|22|26|30|32|38|51|42|59|60|54|78|64|69|74,8|36
生氣的,descriptive_words,描述詞,32.7170245398773,27.933908045977013,24.89869281045752,680,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|0|0|4|7|7|18|18|26|28|35|33|51|41|54|63|56|66|51|64|57,0|0|0|0|0|0|0|0|1|0|0|5|8|8|19|17|21|25|40|36|51|47|57|72|68|78|66|79|70,8|36
大聲,descriptive_words,描述詞,32.281723484848484,28.213075060532688,25.301385681293304,696,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|2|2|3|3|4|4|14|17|29|23|30|33|46|57|61|54|58|73|55|69|59,0|0|0|0|0|0|0|0|1|2|4|4|5|5|15|16|23|21|34|36|46|65|65|61|71|86|71|85|73,8|36
黑色的/黑黑的,descriptive_words,描述詞,32.47047970479705,29,23.31331747919144,726,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|2|4|8|9|21|22|42|40|29|34|45|44|60|60|57|69|56|64|60,0|0|0|0|0|0|0|0|0|0|2|5|10|10|22|21|34|36|33|37|45|50|64|68|70|81|73|79|74,8|36
一樣的,descriptive_words,描述詞,40,29.15112540192926,25.276315789473685,625,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|1|0|1|3|7|13|17|28|24|29|34|44|43|53|56|47|60|51|55|58,0|0|0|0|0|0|0|0|1|1|0|1|4|8|14|16|23|22|33|37|44|49|56|64|57|71|66|68|72,8|36
太多了,descriptive_words,描述詞,32.520601336302896,29.348148148148148,25.301385681293304,650,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|0|1|2|3|2|11|13|22|23|30|29|40|39|57|56|56|69|57|71|68,0|0|0|0|0|0|0|0|1|0|1|2|4|2|11|12|18|21|34|32|40|44|61|64|68|81|74|88|84,8|36
醒了/醒著,descriptive_words,描述詞,32.89499146272055,29.41592920353982,26.420965058236273,564,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|2|0|0|1|2|3|15|10|22|21|19|27|40|40|53|47|43|66|48|55|50,0|0|0|0|0|0|0|0|1|0|0|1|2|3|16|10|18|19|22|29|40|45|56|53|52|78|62|68|62,8|36
好累/累了,descriptive_words,描述詞,32.31759510869565,29.444794952681388,25.140625,647,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|0|1|1|6|5|8|15|29|26|29|27|49|41|51|56|56|76|50|64|56,0|0|0|0|0|0|0|0|1|0|1|1|7|6|8|14|23|24|33|29|49|47|54|64|68|89|65|79|69,8|36
黏黏的,descriptive_words,描述詞,34.95235148514851,29.470941883767534,24,613,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|1|2|4|3|7|9|18|31|27|30|25|41|39|53|46|40|61|53|61|61,0|0|0|0|0|0|0|0|1|1|2|5|4|8|9|17|25|25|34|27|41|44|56|52|49|72|69|75|75,8|36
好的,descriptive_words,描述詞,40,29.545806451612904,24.669710806697108,619,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|2|4|1|4|5|5|12|20|23|31|22|30|41|35|55|53|48|62|56|57|53,0|0|0|0|0|0|0|0|1|5|1|5|6|6|12|19|19|28|25|33|41|40|59|60|59|73|73|70|65,8|36
好快/快的,descriptive_words,描述詞,32.79081632653061,29.554806070826306,25.725,588,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|2|2|1|1|10|15|21|20|24|31|37|37|53|48|46|68|52|63|56,0|0|0|0|0|0|0|0|0|1|2|2|1|1|10|14|17|18|28|34|37|42|56|55|56|80|68|78|69,8|36
快樂的/高興的,descriptive_words,描述詞,32.79081632653061,29.681159420289855,25.455762514551804,624,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|1|3|0|2|4|8|3|1|0|4|3|4|10|15|30|23|26|27|39|36|51|48|46|68|50|62|60,0|0|1|4|0|3|5|8|2|1|0|5|4|5|10|14|24|21|30|29|39|41|54|55|56|80|65|77|74,8|36
綠色的,descriptive_words,描述詞,40,29.71938775510204,25.776785714285715,565,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|2|0|6|3|14|13|27|22|23|25|35|32|52|48|49|58|49|53|54,0|0|0|0|0|0|0|0|0|0|2|0|7|3|15|12|22|20|26|27|35|36|55|55|60|68|64|65|67,8|36
好酸/酸酸的,descriptive_words,描述詞,34.759375,29.727554179566564,22.41371158392435,689,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|2|9|11|8|19|34|31|32|26|40|48|34|51|53|53|63|51|63|60,0|0|0|0|0|0|0|0|0|1|2|11|13|9|20|32|25|29|30|43|48|39|54|60|65|74|66|78|74,8|36
長長的,descriptive_words,描述詞,40,29.727554179566564,25.945652173913043,569,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|0|3|2|2|14|11|20|22|22|31|38|34|51|53|45|60|48|59|54,0|0|0|0|0|0|0|0|0|0|0|4|2|2|15|10|16|20|25|34|38|39|54|60|55|71|62|73|67,8|36
好吵/吵鬧的,descriptive_words,描述詞,40,29.762162162162163,25.612676056338024,563,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|1|0|0|3|2|12|13|18|27|22|23|36|38|49|53|47|58|45|57|58,0|0|0|0|0|0|0|0|1|1|0|0|4|2|12|12|15|25|25|25|36|43|52|60|57|68|58|70|72,8|36
黃色的,descriptive_words,描述詞,40,29.78896882494005,24.63953488372093,606,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|2|1|6|3|12|17|28|29|25|32|39|37|49|52|52|63|45|60|54,0|0|0|0|0|0|0|0|0|0|2|1|7|3|12|16|23|26|29|35|39|42|52|59|63|74|58|74|67,8|36
乾淨的,descriptive_words,描述詞,32.987131198995606,29.895238095238096,25.345238095238095,559,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|2|0|1|0|1|4|11|14|18|24|27|25|39|28|49|51|43|64|50|51|57,0|0|0|0|0|0|0|0|1|0|1|0|1|5|11|13|15|22|31|27|39|32|52|58|52|75|65|63|70,8|36
好硬/硬硬的,descriptive_words,描述詞,40,29.94125500667557,24.579819277108435,616,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|3|4|7|8|11|21|24|32|28|30|46|29|48|53|46|62|49|57|57,0|0|0|0|0|0|0|0|0|1|4|5|8|9|11|20|19|29|32|33|46|33|51|60|56|73|64|70|70,8|36
白色的,descriptive_words,描述詞,40,30,26.381516587677726,546,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|2|2|5|3|11|16|22|22|20|26|37|29|47|43|44|61|48|58|50,0|0|0|0|0|0|0|0|0|0|2|2|6|3|11|15|18|20|23|28|37|33|50|49|54|72|62|72|62,8|36
藍藍的/藍色的,descriptive_words,描述詞,40,30,26.480597014925372,544,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|2|1|5|3|8|13|29|26|20|25|33|31|47|45|49|55|49|53|50,0|0|0|0|0|0|0|0|0|0|2|1|6|3|8|12|23|24|23|27|33|35|50|51|60|65|64|65|62,8|36
好苦/苦苦的,descriptive_words,描述詞,40,30.272445820433436,24.712962962962962,586,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|2|2|6|8|11|22|24|30|25|33|43|38|45|49|37|59|47|54|51,0|0|0|0|0|0|0|0|0|0|2|2|7|9|11|21|19|27|29|36|43|43|48|56|45|69|61|67|63,8|36
新的,descriptive_words,描述詞,40,30.4125,25.895198170731707,515,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|1|0|4|0|10|10|13|14|23|26|35|30|44|48|41|62|49|56|49,0|0|0|0|0|0|0|0|0|0|1|0|5|0|10|10|10|13|26|28|35|34|47|55|50|73|64|69|60,8|36
好軟/軟軟的,descriptive_words,描述詞,40,30.823970037453183,26.480597014925372,519,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|1|1|2|5|8|11|22|16|20|25|34|26|42|45|41|63|49|55|53,0|0|0|0|0|0|0|0|0|0|1|1|2|6|8|10|18|15|23|27|34|30|45|51|50|74|64|68|65,8|36
第一/第一名,descriptive_words,描述詞,40,30.84887459807074,26.79861111111111,510,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|1|1|3|6|10|14|22|20|18|24|30|30|41|45|35|57|48|52|52,0|0|0|0|0|0|0|0|0|1|1|1|4|7|10|13|18|18|21|26|30|34|44|51|43|67|62|64|64,8|36
三角形的,descriptive_words,描述詞,40,31,25.467741935483872,540,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|1|0|4|5|4|13|13|21|25|24|32|39|32|42|44|50|52|43|53|42,0|0|0|0|0|0|0|0|1|1|0|5|6|5|14|12|17|23|28|35|39|36|45|50|61|61|56|65|52,8|36
好慢/慢慢的,descriptive_words,描述詞,40,32.10077059869591,26.136904761904763,516,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|0|0|4|4|10|15|12|15|21|28|34|30|45|40|39|61|48|57|53,0|0|0|0|0|0|0|0|0|0|0|0|5|5|10|14|10|14|24|30|34|34|48|45|48|72|62|70|65,8|36
空空的,descriptive_words,描述詞,40,32.20082693443591,26.20909090909091,541,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|0|0|2|2|5|1|2|7|6|13|14|16|25|15|20|30|35|27|40|41|37|59|39|52|52,0|0|0|1|0|0|2|2|3|1|2|8|7|15|15|15|20|14|23|33|35|31|43|47|45|69|51|64|64,8|36
討厭的,descriptive_words,描述詞,40,32.43433827286663,29.191836734693876,409,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|1|1|1|2|8|17|10|11|14|15|19|19|37|31|31|56|39|51|46,0|0|0|0|0|0|0|0|0|0|1|1|1|2|8|16|8|10|16|16|19|22|39|35|38|66|51|63|57,8|36
