definition,category,category_zh,age.75,age.50,age.25,n,age_distr_base,age_distr,age_distr_prob,age_rng
乾乾的,descriptive_words,描述詞,40,32.65679330328397,29.46078431372549,360,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|1|0|2|2|4|7|10|7|11|17|20|16|31|32|29|49|39|43|40,0|0|0|0|0|0|0|0|0|0|1|0|2|2|4|7|8|6|13|18|20|18|33|36|35|58|51|53|49,8|36
長方形的,descriptive_words,描述詞,40,32.69065583284968,29.24736842105263,337,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|0|0|1|1|3|6|6|10|14|16|22|20|30|30|27|49|36|35|31,0|0|0|0|0|0|0|0|0|0|0|0|1|1|3|6|5|9|16|17|22|23|32|34|33|58|47|43|38,8|36
夠了,descriptive_words,描述詞,40,34.880434782608695,29.660112359550563,299,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|1|9|12|10|10|15|12|29|31|23|36|35|41|31,0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|1|7|11|11|11|15|14|31|35|28|42|45|51|38,8|36
可憐的,descriptive_words,描述詞,40,40,29.204052098408106,338,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|0|0|1|1|8|6|10|7|15|14|19|19|36|36|26|41|35|35|29,0|0|0|0|0|0|0|0|0|0|0|0|1|1|8|6|8|6|17|15|19|22|38|41|32|48|45|43|36,8|36
傷心的/難過的,descriptive_words,描述詞,40,40,29.39662447257384,316,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|0|1|1|1|8|3|7|8|10|11|14|18|30|30|25|40|34|39|35,0|0|0|0|0|0|0|0|0|1|0|1|1|1|8|3|6|7|11|12|14|20|32|34|30|47|44|48|43,8|36
安靜的,descriptive_words,描述詞,40,40,29.810344827586206,287,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|1|1|1|1|0|5|4|4|7|9|8|19|12|26|26|21|35|33|37|36,0|0|0|0|0|0|0|0|1|1|1|1|1|0|5|4|3|6|10|9|19|14|28|30|26|41|43|46|44,8|36
滿滿的,descriptive_words,描述詞,40,40,29.962457337883958,283,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|4|5|8|10|13|23|10|24|22|19|38|31|37|36,0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|4|4|7|11|14|23|11|26|25|23|45|40|46|44,8|36
這個,quantifiers,數量詞,25.632267441860463,21.17910447761194,18.125,1297,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|2|0|5|10|15|26|18|19|35|32|43|53|62|86|70|71|70|82|76|77|80|68|80|65|78|74,0|0|0|3|0|6|12|14|15|21|23|42|38|49|55|59|69|64|82|76|82|86|82|91|83|94|84|96|91,8|36
一個(二、三個…),quantifiers,數量詞,27.437062937062937,21.65625,18.473684210526315,1204,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|1|0|4|10|14|8|12|31|28|37|52|52|75|72|62|64|82|69|82|74|68|83|69|76|79,0|0|0|0|1|0|5|9|8|9|14|37|33|42|54|50|60|65|71|70|82|78|87|84|83|98|90|94|98,8|36
好多,quantifiers,數量詞,28.46808510638298,24,21.352941176470587,1019,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|2|2|3|8|8|13|18|32|38|62|63|55|59|67|74|79|72|68|80|67|76|73,0|0|0|0|0|0|0|2|1|3|10|10|15|20|33|36|50|57|63|64|67|84|84|82|83|94|87|94|90,8|36
那個,quantifiers,數量詞,32.626626192541195,24,18.9,970,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|1|4|7|3|11|12|22|20|24|33|40|62|54|55|58|54|59|62|65|53|69|56|76|70,0|0|0|0|0|1|5|7|2|13|14|26|24|27|34|38|50|49|63|63|54|67|66|74|65|81|73|94|86,8|36
沒半個/沒有,quantifiers,數量詞,32.14390519187359,24.87649402390438,20.758620689655174,994,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|0|1|7|9|11|12|9|17|18|23|39|43|54|56|52|56|67|60|68|65|60|73|58|71|64,0|0|0|1|0|1|9|8|6|14|11|20|21|26|41|41|44|51|60|61|67|68|72|74|73|86|75|88|79,8|36
還有,quantifiers,數量詞,28.58471760797342,24.92548076923077,20.7773851590106,947,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|3|3|4|3|10|11|25|32|38|48|56|43|53|67|71|68|72|59|78|57|72|74,0|0|0|0|0|0|0|3|2|5|4|12|13|28|33|36|39|51|49|58|67|81|72|82|72|92|74|89|91,8|36
很多,quantifiers,數量詞,32.44564017660044,27.844594594594593,24.87649402390438,715,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|1|3|4|6|5|16|21|27|28|36|41|51|43|53|60|52|76|53|70|68,0|0|0|0|0|0|0|0|1|1|4|5|7|6|17|20|22|25|41|45|51|49|56|68|63|89|69|86|84,8|36
全部(通通),quantifiers,數量詞,32.84032354703415,29.57177615571776,25.612676056338028,588,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|0|0|1|4|10|10|16|23|24|34|32|39|51|50|45|67|55|67|60,0|0|0|0|0|0|0|0|0|0|0|0|1|5|10|10|13|21|28|37|32|44|54|57|55|79|71|83|74,8|36
一樣多,quantifiers,數量詞,40,32.5180670439704,28,385,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|0|0|3|0|6|7|9|14|15|18|25|24|31|27|27|56|35|47|41,0|0|0|0|0|0|0|0|0|0|0|0|4|0|6|7|7|13|17|20|25|27|33|31|33|66|45|58|51,8|36
這些,quantifiers,數量詞,40,32.52509652509652,27.35211267605634,411,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|0|3|3|1|6|3|10|12|14|21|29|17|35|34|33|50|41|47|51,0|0|0|0|0|0|0|0|0|1|0|4|4|1|6|3|8|11|16|23|29|19|37|39|40|59|53|58|63,8|36
也有、也是,quantifiers,數量詞,40,32.74375,27.42016806722689,410,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|1|1|1|3|5|6|12|9|17|21|28|26|39|35|34|45|40|44|43,0|0|0|0|0|0|0|0|0|0|1|1|1|3|5|6|10|8|20|23|28|30|41|40|41|53|52|54|53,8|36
一半(半個),quantifiers,數量詞,40,32.780413159908186,28.369747899159663,401,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|0|1|1|2|3|8|11|12|18|17|21|28|33|38|29|46|43|47|43,0|0|0|0|0|0|0|0|0|0|0|1|1|2|3|8|9|11|21|18|21|32|35|43|35|54|56|58|53,8|36
那些,quantifiers,數量詞,40,32.85304659498208,28,335,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|0|3|3|1|5|1|4|11|9|15|25|15|26|28|27|45|35|41|41,0|0|0|0|0|0|0|0|0|0|0|4|4|1|5|1|3|10|10|16|25|17|28|32|33|53|45|51|51,8|36
更多,quantifiers,數量詞,40,40,29.793621013133208,255,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|1|5|5|12|9|11|13|26|20|18|35|29|34|34,0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|1|4|5|14|10|11|15|28|23|22|41|38|42|42,8|36
在這裡,locations,位置,25.732063773250665,22,18.615384615384617,1195,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|3|1|6|13|11|10|13|26|21|33|48|65|75|73|68|65|80|69|80|82|63|78|65|73|73,0|0|0|1|4|1|7|12|6|11|15|31|25|38|50|62|60|66|78|71|80|78|85|93|77|92|84|90|90,8|36
走開,locations,位置,25.85294117647059,22.36842105263158,18.833333333333332,1214,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|0|1|1|10|13|12|11|23|27|32|44|60|80|77|66|66|82|74|85|78|67|81|69|75|79,0|0|0|1|0|1|1|9|8|14|13|27|32|36|46|57|65|70|76|72|82|84|90|89|82|95|90|93|98,8|36
過來,locations,位置,28.089068825910932,22.916230366492147,18.58823529411765,1197,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|4|4|10|5|11|18|20|13|11|28|25|33|43|53|66|67|65|58|74|75|79|76|64|76|65|77|77,0|0|5|5|12|6|14|17|12|15|13|33|30|38|45|50|53|61|75|63|74|85|84|86|78|89|84|95|95,8|36
在那裡,locations,位置,30.206378986866792,23.86111111111111,20.511627906976745,1024,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|2|1|6|10|9|8|5|16|15|28|44|42|64|50|51|55|71|64|68|75|63|73|56|73|75,0|0|0|0|2|1|7|9|5|9|6|19|18|32|46|40|52|45|59|60|71|73|72|85|77|86|73|90|93,8|36
後面,locations,位置,29.969738651994497,25.887755102040817,22,854,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|1|1|3|5|0|2|12|7|12|24|30|48|50|44|49|62|51|71|63|49|75|61|69|65,0|0|0|0|0|1|1|3|3|0|2|14|8|14|25|29|39|45|51|53|62|58|76|72|60|88|79|85|80,8|36
上面,locations,位置,30.720238095238095,26.345864661654137,21.83076923076923,869,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|4|14|14|13|26|35|51|54|41|51|60|55|65|68|51|70|60|70|66,0|0|0|0|0|0|0|0|0|1|5|17|17|15|27|33|41|49|47|55|60|62|69|77|62|82|78|86|81,8|36
前面,locations,位置,32.515002885170226,27.153374233128833,23.14090909090909,815,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|1|1|3|6|0|0|9|6|11|20|25|40|44|41|44|62|50|66|64|51|74|62|70|65,0|0|0|0|0|1|1|3|4|0|0|11|7|12|21|24|32|40|47|48|62|57|70|73|62|87|81|86|80,8|36
外面,locations,位置,32.71994535519126,27.178571428571427,22,811,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|0|1|0|4|6|0|3|9|5|12|24|27|41|43|38|43|65|52|68|61|46|70|58|68|66,0|0|0|1|0|1|0|4|4|0|4|11|6|14|25|26|33|39|44|47|65|59|72|69|56|82|75|84|81,8|36
裡面,locations,位置,32.751862197392924,27.322283609576427,23.479876160990713,786,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|1|0|3|3|2|2|11|4|12|19|20|39|45|35|39|66|50|66|59|52|67|55|69|67,0|0|0|0|0|1|0|3|2|2|2|13|5|14|20|19|31|41|40|42|66|57|70|67|63|79|71|85|83,8|36
下面,locations,位置,30.926677067082682,27.520833333333332,22.714285714285715,777,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|4|14|9|10|20|28|43|46|36|42|54|45|57|67|47|67|55|67|66,0|0|0|0|0|0|0|0|0|0|5|17|11|11|21|27|35|42|41|46|54|51|61|76|57|79|71|83|81,8|36
在…裡面,locations,位置,40,27.883838383838384,23.551601423487543,654,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|2|3|2|12|16|20|37|42|29|32|52|43|51|48|44|58|47|58|57,0|0|0|0|0|0|0|0|0|1|2|4|2|14|17|19|30|38|33|35|52|49|54|55|54|68|61|72|70,8|36
到…某個地方,locations,位置,40,28,24.06165919282511,700,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|0|0|2|5|3|2|0|6|5|12|15|22|30|41|33|41|50|48|50|60|50|59|53|60|52,0|0|0|1|0|0|2|5|2|2|0|7|6|14|16|21|24|37|38|45|50|55|53|68|61|69|69|74|64,8|36
旁邊,locations,位置,34.98300970873787,29.681159420289855,25.095394736842106,621,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|0|3|4|5|5|11|17|25|26|33|35|46|38|50|54|43|61|44|61|59,0|0|0|0|0|0|0|0|1|0|4|5|6|6|11|16|20|24|38|38|46|43|53|61|52|72|57|75|73,8|36
在…上面,locations,位置,40,30.157706093189965,26.116751269035532,564,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|0|6|4|5|12|14|26|26|21|29|36|34|46|49|41|52|48|60|55,0|0|0|0|0|0|0|0|0|0|0|7|5|6|12|13|21|24|24|32|36|39|49|56|50|61|62|74|68,8|36
在…下面,locations,位置,40,30.62757527733756,26.626074498567334,518,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|0|4|3|4|9|9|24|24|17|26|35|33|38|49|38|50|45|57|53,0|0|0|0|0|0|0|0|0|0|0|5|4|5|9|9|19|22|20|28|35|38|40|56|46|59|58|70|65,8|36
在…前面,locations,位置,40,30.823970037453183,26.235724743777453,511,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|1|2|2|0|0|1|3|2|9|10|27|23|20|29|37|22|42|45|43|52|40|55|46,0|0|0|0|0|0|1|2|1|0|0|1|4|2|9|10|22|21|23|32|37|25|45|51|52|61|52|68|57,8|36
在…外面,locations,位置,40,30.867605633802818,26.420965058236273,503,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|1|2|0|0|0|1|4|2|6|12|25|22|19|27|42|28|40|45|37|50|40|52|48,0|0|0|0|0|0|1|2|0|0|0|1|5|2|6|11|20|20|22|29|42|32|43|51|45|59|52|64|59,8|36
…的…,locations,位置,40,30.911487758945388,25.74007561436673,493,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|1|1|0|6|7|6|19|23|23|25|39|31|36|45|43|50|45|49|44,0|0|0|0|0|0|0|0|0|0|1|1|0|7|7|6|15|21|26|27|39|35|38|51|52|59|58|60|54,8|36
在…後面,locations,位置,40,32.44363256784969,26.592505854800937,474,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|0|3|2|3|5|8|23|20|19|25|32|30|40|42|36|49|37|54|46,0|0|0|0|0|0|0|0|0|0|0|4|2|3|5|8|19|18|22|27|32|34|43|48|44|58|48|67|57,8|36
到…裡,locations,位置,40,32.44363256784969,26.833969465648856,451,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|1|2|3|4|9|12|14|20|17|24|34|26|36|37|36|49|39|47|41,0|0|0|0|0|0|0|0|0|0|1|2|4|5|9|11|11|18|20|26|34|30|38|42|44|58|51|58|51,8|36
在…旁邊,locations,位置,40,32.44363256784969,27.153374233128833,444,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|0|4|2|3|6|9|12|18|20|22|31|22|35|41|36|49|43|46|45,0|0|0|0|0|0|0|0|0|0|0|5|2|3|6|9|10|16|23|24|31|25|37|47|44|58|56|57|56,8|36
向(往)上,locations,位置,40,34.65439856373429,29.810344827586206,365,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|2|4|2|0|10|11|18|14|11|21|22|12|26|34|24|42|34|43|35,0|0|0|0|0|0|0|0|0|0|2|5|2|0|10|10|15|13|13|23|22|14|28|39|29|49|44|53|43,8|36
向(往)下,locations,位置,40,34.65439856373429,29.82456140350877,357,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|2|3|2|0|9|10|17|11|12|21|22|11|26|34|24|42|34|43|34,0|0|0|0|0|0|0|0|0|0|2|4|2|0|9|10|14|10|14|23|22|12|28|39|29|49|44|53|42,8|36
在…中間,locations,位置,40,40,30.167088607594938,301,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|0|3|0|1|5|2|6|7|12|10|21|15|22|29|25|42|34|34|33,0|0|0|0|0|0|0|0|0|0|0|4|0|1|5|2|5|6|14|11|21|17|23|33|30|49|44|42|41,8|36
家,places,地點,27.883838383838384,23.46969696969697,18.9,1107,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|4|8|8|11|12|22|22|26|43|48|68|63|53|62|76|69|76|73|67|79|68|77|72,0|0|0|0|0|0|5|8|5|13|14|26|26|30|45|46|55|57|61|67|76|78|81|83|82|93|88|95|89,8|36
公園,places,地點,31.788461538461537,23.78901540522438,21.56,947,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|2|2|6|6|16|11|15|30|43|65|47|45|59|68|62|63|64|62|69|66|77|69,0|0|0|0|0|0|0|2|1|7|7|19|13|17|31|41|52|43|52|64|68|70|67|73|76|81|86|95|85,8|36
7-11(任何便利商店),places,地點,29.71938775510204,25.41826923076923,21.303797468354432,986,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|3|8|5|16|16|20|29|35|59|50|49|55|74|60|73|74|66|74|68|77|75,0|0|0|0|0|0|0|0|2|9|6|19|19|23|30|33|48|45|56|60|74|68|78|84|80|87|88|95|93,8|36
**的家,places,地點,28.725274725274726,25.486940298507463,21.395604395604394,906,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|4|4|12|7|19|29|37|49|52|46|50|69|68|62|69|57|73|53|75|70,0|0|0|0|0|0|0|0|1|5|5|14|8|22|30|35|40|47|53|54|69|77|66|78|70|86|69|93|86,8|36
學校/幼稚園,places,地點,29,26.372972972972974,21.56,927,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|1|3|7|9|15|30|29|56|51|39|54|69|66|74|67|65|73|63|78|77,0|0|0|0|0|0|0|0|1|1|4|8|11|17|31|28|45|46|45|59|69|75|79|76|79|86|82|96|95,8|36
加油站,places,地點,32.861486486486484,27.437062937062937,23.38551572787125,730,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|1|1|3|6|10|12|22|39|34|26|41|57|54|57|59|54|65|57|67|64,0|0|0|0|0|0|0|0|1|1|1|4|7|11|12|21|31|31|30|45|57|61|61|67|66|76|74|83|79,8|36
醫院(或診所),places,地點,32.19921875,27.582901554404145,23.227941176470587,774,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|2|0|0|10|7|5|18|26|32|34|37|37|57|49|64|65|60|70|62|72|67,0|0|0|0|0|0|0|0|1|0|0|12|8|6|19|25|26|31|43|40|57|56|68|74|73|82|81|89|83,8|36
菜市場,places,地點,32.97754654983571,27.650759219088936,24.37162162162162,687,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|2|1|2|3|3|10|12|24|30|29|26|34|57|53|52|58|51|64|54|65|57,0|0|0|0|0|0|0|0|1|1|2|4|4|11|12|23|24|26|30|37|57|60|55|66|62|75|70|80|70,8|36
房子,places,地點,32.378787878787875,27.883838383838384,21.76595744680851,791,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|2|0|2|4|2|11|4|10|28|21|48|33|35|39|51|48|66|62|59|68|60|68|70,0|0|0|0|0|0|2|0|1|5|2|13|5|11|29|20|39|30|40|42|51|55|70|70|72|80|78|84|86,8|36
商店/百貨公司,places,地點,34.71497722095672,27.953815261044177,26.31630648330059,582,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|1|4|2|4|12|16|21|22|20|27|51|39|46|48|49|55|50|64|51,0|0|0|0|0|0|0|0|0|0|1|5|2|5|12|15|17|20|23|29|51|44|49|55|60|65|65|79|63,8|36
動物園,places,地點,32.97945891783567,28.305555555555557,25.410377358490567,652,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|1|1|2|3|4|12|11|30|22|28|32|46|52|60|58|50|64|55|62|58,0|0|0|0|0|0|0|0|1|1|1|2|4|5|12|10|24|20|32|35|46|59|64|66|61|75|71|77|72,8|36
停車場,places,地點,40,30.38427947598253,26.420965058236273,502,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|0|1|0|4|6|8|14|18|19|27|32|33|41|53|41|49|44|54|58,0|0|0|0|0|0|0|0|0|0|0|1|0|5|6|8|11|16|22|29|32|38|44|60|50|58|57|67|72,8|36
火車站(車站),places,地點,40,30.789237668161434,27.311720698254366,510,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|0|0|3|2|4|10|7|21|20|20|18|37|33|39|46|40|50|49|54|56,0|0|0|0|0|0|0|0|1|0|0|4|2|5|10|7|17|18|23|20|37|38|41|52|49|59|64|67|69,8|36
海,places,地點,40,32,25.917168674698793,538,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|1|1|2|2|6|14|13|23|24|22|26|40|33|45|41|41|52|43|55|53,0|0|0|0|0|0|0|0|1|1|1|2|2|7|15|12|19|22|25|28|40|38|48|47|50|61|56|68|65,8|36
餐廳,places,地點,40,32.267857142857146,27.26595744680851,458,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|1|0|1|3|6|5|17|15|13|21|31|27|36|41|38|51|41|57|53,0|0|0|0|0|0|0|0|0|1|1|0|1|3|6|5|14|14|15|23|31|31|38|47|46|60|53|70|65,8|36
XX園(某遊戲樂園名稱),places,地點,40,32.71328671328671,26.592505854800937,457,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|2|0|0|2|0|7|13|17|13|19|25|35|24|36|40|35|45|43|51|50,0|0|0|0|0|0|0|0|0|2|0|0|2|0|7|12|14|12|22|27|35|27|38|45|43|53|56|63|62,8|36
教堂/廟,places,地點,40,32.83265306122449,25.522696929238986,480,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|2|1|4|6|6|9|18|19|23|25|20|42|29|38|35|29|45|40|44|45,0|0|0|0|0|0|0|0|0|2|1|5|7|7|9|17|15|21|29|22|42|33|40|40|35|53|52|54|56,8|36
游泳池,places,地點,40,33.6015625,27.178571428571427,405,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|0|0|2|2|6|6|15|11|11|22|30|27|35|37|27|40|40|50|44,0|0|0|0|0|0|0|0|0|0|0|0|2|2|6|6|12|10|13|24|30|31|37|42|33|47|52|62|54,8|36
郵局,places,地點,40,33.86378205128205,27.38314176245211,394,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|0|1|0|1|3|8|10|11|10|10|19|32|33|27|31|33|39|39|42|44,0|0|0|0|0|0|0|0|1|0|1|0|1|3|8|10|9|9|11|21|32|38|29|35|40|46|51|52|54,8|36
河,places,地點,40,34.92045454545455,29.49266247379455,350,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|1|1|0|5|7|9|17|10|14|15|24|17|29|27|26|38|33|41|36,0|0|0|0|0|0|0|0|0|0|1|1|0|6|7|9|14|9|16|16|24|19|31|31|32|45|43|51|44,8|36
山上,places,地點,40,34.92045454545455,29.646788990825687,339,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|0|0|0|0|4|5|11|5|14|18|23|16|27|29|30|41|33|41|41,0|0|0|0|0|0|0|0|0|1|0|0|0|0|4|5|9|5|16|20|23|18|29|33|37|48|43|51|51,8|36
