ID,item.WG,item.WS,definition,category,age.75,age.50,age.25,age_rng,age.75.m,age.50.m,age.25.m,D,bin
141,d07_19,a07_19,梳子,household,16,16,8,8|16,56.564650916666665,35.531009833333336,14.49736635,0.05647139566666667,30~36
318,d15_05,a17_05,好臭/臭臭的,descriptive_words,16,16,8,8|16,62.09847716666667,30.694476166666668,-0.7095216793333333,0.0411785575,30~36
325,d15_12,a17_12,好可愛/可愛的,descriptive_words,16,16,8,8|16,57.02016833333333,31.962554583333333,6.904940961708333,0.04972008916666667,30~36
342,d15_29,a17_29,不乖,descriptive_words,16,9,8,8|16,83.13610041666666,33.90189025,-15.33231615125,0.02578722785,30~36
327,d15_14,a17_14,好漂亮/漂亮的,descriptive_words,16,16,8,8|16,57.33337525,34.104043583333336,10.874712375,0.052000829916666665,30~36
317,d15_04,a17_04,好痛/痛痛的,descriptive_words,16,8.16338880484115,8,8|16,87.71623216666667,34.41879216666667,-18.878647366583333,0.023435420375,30~36
315,d15_02,a17_02,好燙/燙燙的,descriptive_words,16,8,8,8|16,89.23647416666667,35.10349025,-19.029483941833334,0.022746276091666667,30~36
330,d15_17,a17_17,好冷/冷冷的,descriptive_words,16,16,16,8|16,47.58445691666667,35.17262458333333,22.760790583333332,0.09496033033333333,30~36
320,d15_07,a17_07,害怕的(好恐怖),descriptive_words,16,16,8,8|16,57.97434466666667,35.19027625,12.406207616666666,0.05218324616666667,30~36
323,d15_10,a17_10,濕濕的,descriptive_words,16,16,8.63594470046083,8|16,51.80198866666667,35.6956075,19.589228333333335,0.07299339825,30~36
332,d15_19,a17_19,很好吃/好吃的,descriptive_words,16,16,8,8|16,56.81637083333333,35.95236791666667,15.088363866666667,0.05656849458333334,30~36
343,d16_01,a18_01,這個,quantifiers,16,9,8,8|16,68.51933191666667,34.826761166666664,1.1341894133583332,0.036110657416666664,30~36
347,d16_05,a18_05,還有,quantifiers,16,16,16,8|16,50.64111508333333,35.64315283333333,20.645190833333334,0.07816733041666667,30~36
247,d13_04,a14_04,在那裡,locations,16,8,8,8|16,105.68009566666666,33.118987,-39.44212474333333,0.018102163758333335,30~36
240,d12_01,a13_01,等一下,time_words,16,8,8,8|16,140.533574,31.530929583333332,-77.47171750833333,0.013253446950000001,30~36
243,d12_04,a13_04,完了(結束的意思),time_words,16,8.389489953632149,8,8|16,77.87286783333333,35.372031,-7.128799756258333,0.028584055416666667,30~36
231,d11_20,a12_20,褓母(奶媽),people,16,16,16,8|16,52.194777916666666,36.23203083333333,20.269285833333335,0.07357984983333334,大於36
230,d11_19,a12_19,小朋友,people,16,16,8,8|16,65.372289,38.40940558333333,11.446520966666666,0.0428760525,大於36
234,d11_23,a12_23,我的,people,16,16,8.567123287671233,8|16,56.566459333333334,39.1903745,21.814289416666668,0.06581142733333334,大於36
238,d11_27,a12_27,家人的名字,people,16,16,8,8|16,61.029699916666665,39.191698333333335,17.353700608333334,0.05243110858333333,大於36
237,d11_26,a12_26,他的,people,16,16,16,8|16,51.48733058333333,39.222895083333334,26.958457083333332,0.09309297616666666,大於36
